Order,Delegate,Speech_Topic_Num,Speech_Topic_Name,Speech_Length,Day_Num,Day_Date,Volume,Pg_Num,Previous_Speaker,State,Southern_State,Delegate_Ideology,Abs_Delegate_Ideology,Delegate_Ideology_Sq,Delegate_Attend,Delegate_Age,Delegate_Slave,Delegate_College,Delegate_Leg_Exp,
1782,Sherman_Roger,41,Powers of the state governments,39,71,28-Aug,2,442,King_Rufus,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
1783,Madison_James,52,Trade policy,19,71,28-Aug,2,442,Sherman_Roger,VA,1,1,1,1,85,36,1,1,10,
1784,Morris_Gouverneur,52,Trade policy,38,71,28-Aug,2,442,Madison_James,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1785,Clymer_George,52,Trade policy,52,71,28-Aug,2,442,Morris_Gouverneur,PA,0,0.74,0.74,0.5476,84,48,0,0,14,
1786,King_Rufus,41,Powers of the state governments,37,71,28-Aug,2,442,Clymer_George,MA,0,1,1,1,83,32,0,1,5,
1787,Pinckney_CC,61,Rights and responsibilities of citizens,20,71,28-Aug,2,443,King_Rufus,SC,1,0.37,0.37,0.1369,85,41,1,1,5,
1788,Butler_Pierce,41,Powers of the state governments,13,71,28-Aug,2,443,Pinckney_CC,SC,1,-0.24,0.24,0.0576,85,43,1,0,9,
1789,Pinckney_C,41,Powers of the state governments,4,71,28-Aug,2,443,Butler_Pierce,SC,1,0.91,0.91,0.8281,85,29,1,0,8,
1790,Wilson_James,41,Powers of the state governments,15,71,28-Aug,2,443,Pinckney_C,PA,0,1,1,1,85,45,0,1,8,
1791,Sherman_Roger,41,Powers of the state governments,17,71,28-Aug,2,443,Wilson_James,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
1792,Butler_Pierce,41,Powers of the state governments,16,71,28-Aug,2,443,Sherman_Roger,SC,1,-0.24,0.24,0.0576,85,43,1,0,9,
1793,Williamson_Hugh,42,General powers of the national government,28,72,29-Aug,2,447,9,NC,1,-0.16,0.16,0.0256,85,51,0,1,5,
1794,Wilson_James,42,General powers of the national government,35,72,29-Aug,2,447,Williamson_Hugh,PA,0,1,1,1,85,45,0,1,8,
1795,Johnson_WilliamSamuel,42,General powers of the national government,35,72,29-Aug,2,447,Wilson_James,CT,0,0.02,0.02,0.0004,72,59,0,1,11,
1796,Pinckney_C,72,Motion to commit,31,72,29-Aug,2,447,Johnson_WilliamSamuel,SC,1,0.91,0.91,0.8281,85,29,1,0,8,
1797,Gorham_Nathaniel,72,Motion to commit,10,72,29-Aug,2,447,Pinckney_C,MA,0,0.64,0.64,0.4096,83,49,0,0,13,
1798,Madison_James,72,Motion to commit,45,72,29-Aug,2,448,Gorham_Nathaniel,VA,1,1,1,1,85,36,1,1,10,
1799,Randolph_Edmund,42,General powers of the national government,94,72,29-Aug,2,448,Madison_James,VA,1,-0.53,0.53,0.2809,85,34,1,1,4,
1800,Morris_Gouverneur,72,Motion to commit,50,72,29-Aug,2,448,Randolph_Edmund,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1801,Dickinson_John,11,Judicial composition and process,48,72,29-Aug,2,448,Morris_Gouverneur,DE,0,-0.8,0.8,0.64,79,54,0,1,11,
1802,Pinckney_C,52,Trade policy,175,72,29-Aug,2,449,Dickinson_John,SC,1,0.91,0.91,0.8281,85,29,1,0,8,
1803,Martin_Luther,52,Trade policy,4,72,29-Aug,2,449,Pinckney_C,MD,1,-1,1,1,57,39,1,1,3,
1804,Pinckney_CC,52,Trade policy,119,72,29-Aug,2,449,Martin_Luther,SC,1,0.37,0.37,0.1369,85,41,1,1,5,
1805,Clymer_George,52,Trade policy,34,72,29-Aug,2,450,Pinckney_CC,PA,0,0.74,0.74,0.5476,84,48,0,0,14,
1806,Sherman_Roger,52,Trade policy,55,72,29-Aug,2,450,Clymer_George,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
1807,Pinckney_C,52,Trade policy,20,72,29-Aug,2,450,Sherman_Roger,SC,1,0.91,0.91,0.8281,85,29,1,0,8,
1808,Morris_Gouverneur,52,Trade policy,91,72,29-Aug,2,450,Pinckney_C,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1809,Williamson_Hugh,52,Trade policy,115,72,29-Aug,2,450,Morris_Gouverneur,NC,1,-0.16,0.16,0.0256,85,51,0,1,5,
1810,Spaight_RichardDobbs,52,Trade policy,22,72,29-Aug,2,451,Williamson_Hugh,NC,1,-0.17,0.17,0.0289,85,29,1,1,8,
1811,Butler_Pierce,52,Trade policy,61,72,29-Aug,2,451,Spaight_RichardDobba,SC,1,-0.24,0.24,0.0576,85,43,1,0,9,
1812,Mason_George,52,Trade policy,83,72,29-Aug,2,451,Butler_Pierce,VA,1,-0.71,0.71,0.5041,85,62,1,0,11,
1813,Wilson_James,52,Trade policy,72,72,29-Aug,2,451,Mason_George,PA,0,1,1,1,85,45,0,1,8,
1814,Madison_James,52,Trade policy,274,72,29-Aug,2,451,Wilson_James,VA,1,1,1,1,85,36,1,1,10,
1815,Rutledge_John,52,Trade policy,100,72,29-Aug,2,452,Madison_James,SC,1,0.39,0.39,0.1521,85,48,1,1,21,
1816,Randolph_Edmund,52,Trade policy,171,72,29-Aug,2,452,Rutledge_John,VA,1,-0.53,0.53,0.2809,85,34,1,1,4,
1817,Gorham_Nathaniel,52,Trade policy,133,72,29-Aug,2,453,Randolph_Edmund,MA,0,0.64,0.64,0.4096,83,49,0,0,13,
1818,Butler_Pierce,53,Regulation,64,72,29-Aug,2,453,Gorham_Nathaniel,SC,1,-0.24,0.24,0.0576,85,43,1,0,9,
1819,Morris_Gouverneur,56,Other policy,67,72,29-Aug,2,454,Butler_Pierce,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1820,Madison_James,56,Other policy,28,72,29-Aug,2,454,Morris_Gouverneur,VA,1,1,1,1,85,36,1,1,10,
1821,Mason_George,56,Other policy,49,72,29-Aug,2,454,Madison_James,VA,1,-0.71,0.71,0.5041,85,62,1,0,11,
1822,Morris_Gouverneur,56,Other policy,29,72,29-Aug,2,454,Mason_George,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1823,Sherman_Roger,56,Other policy,13,72,29-Aug,2,454,Morris_Gouverneur,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
1824,Langdon_John,56,Other policy,27,72,29-Aug,2,454,Sherman_Roger,NH,0,0.58,0.58,0.3364,39,46,0,0,8,
1825,Williamson_Hugh,56,Other policy,34,72,29-Aug,2,454,Langdon_John,NC,1,-0.16,0.16,0.0256,85,51,0,1,5,
1826,Martin_Luther,56,Other policy,23,72,29-Aug,2,454,Williamson_Hugh,MD,1,-1,1,1,57,39,1,1,3,
1827,Morris_Gouverneur,56,Other policy,4,72,29-Aug,2,454,Martin_Luther,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1828,Morris_Gouverneur,56,Other policy,54,72,29-Aug,2,455,Morris_Gouverneur,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1829,Martin_Luther,56,Other policy,67,72,29-Aug,2,455,Morris_Gouverneur,MD,1,-1,1,1,57,39,1,1,3,
1830,Sherman_Roger,56,Other policy,17,72,29-Aug,2,455,Martin_Luther,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
1831,Langdon_John,56,Other policy,29,72,29-Aug,2,455,Sherman_Roger,NH,0,0.58,0.58,0.3364,39,46,0,0,8,
1832,Morris_Gouverneur,56,Other policy,25,72,29-Aug,2,455,Langdon_John,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1833,Butler_Pierce,56,Other policy,35,72,29-Aug,2,455,Morris_Gouverneur,SC,1,-0.24,0.24,0.0576,85,43,1,0,9,
1834,Johnson_WilliamSamuel,56,Other policy,46,72,29-Aug,2,456,Butler_Pierce,CT,0,0.02,0.02,0.0004,72,59,0,1,11,
1835,Langdon_John,56,Other policy,34,72,29-Aug,2,456,Johnson_WilliamSamuel,NH,0,0.58,0.58,0.3364,39,46,0,0,8,
1836,Dickinson_John,56,Other policy,29,72,29-Aug,2,456,Langdon_John,DE,0,-0.8,0.8,0.64,79,54,0,1,11,
1837,Wilson_James,56,Other policy,43,72,29-Aug,2,456,Dickinson_John,PA,0,1,1,1,85,45,0,1,8,
1838,Morris_Gouverneur,56,Other policy,35,72,29-Aug,2,456,Wilson_James,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1839,Carroll_Daniel,72,Motion to commit,176,73,30-Aug,2,461,9,MD,1,-0.19,0.19,0.0361,51,57,1,1,7,
1840,Martin_Luther,72,Motion to commit,6,73,30-Aug,2,462,Carroll_Daniel,MD,1,-1,1,1,57,39,1,1,3,
1841,Rutledge_John,72,Motion to commit,52,73,30-Aug,2,462,Martin_Luther,SC,1,0.39,0.39,0.1521,85,48,1,1,21,
1842,Williamson_Hugh,72,Motion to commit,47,73,30-Aug,2,462,Rutledge_John,NC,1,-0.16,0.16,0.0256,85,51,0,1,5,
1843,Wilson_James,72,Motion to commit,64,73,30-Aug,2,462,Williamson_Hugh,PA,0,1,1,1,85,45,0,1,8,
1844,Sherman_Roger,73,Motion to postpone,57,73,30-Aug,2,462,Wilson_James,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
1845,Johnson_WilliamSamuel,22,Legislative powers,45,73,30-Aug,2,463,Sherman_Roger,CT,0,0.02,0.02,0.0004,72,59,0,1,11,
1846,Morris_Gouverneur,22,Legislative powers,51,73,30-Aug,2,463,Johnson_WilliamSamuel,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1847,Martin_Luther,73,Motion to postpone,320,73,30-Aug,2,463,Morris_Gouverneur,MD,1,-1,1,1,57,39,1,1,3,
1848,Dickinson_John,56,Other policy,45,73,30-Aug,2,465,Martin_Luther,DE,0,-0.8,0.8,0.64,79,54,0,1,11,
1849,Carroll_Daniel,56,Other policy,61,73,30-Aug,2,465,Dickinson_John,MD,1,-0.19,0.19,0.0361,51,57,1,1,7,
1850,Wilson_James,56,Other policy,38,73,30-Aug,2,465,Carroll_Daniel,PA,0,1,1,1,85,45,0,1,8,
1851,Madison_James,56,Other policy,77,73,30-Aug,2,465,Wilson_James,VA,1,1,1,1,85,36,1,1,10,
1852,Sherman_Roger,56,Other policy,20,73,30-Aug,2,465,Madison_James,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
1853,Baldwin_Abraham,56,Other policy,49,73,30-Aug,2,465,Sherman_Roger,GA,1,0.27,0.27,0.0729,72,32,0,1,5,
1854,Rutledge_John,56,Other policy,21,73,30-Aug,2,465,Baldwin_Abraham,SC,1,0.39,0.39,0.1521,85,48,1,1,21,
1855,Carroll_Daniel,56,Other policy,49,73,30-Aug,2,465,Rutledge_John,MD,1,-0.19,0.19,0.0361,51,57,1,1,7,
1856,Morris_Gouverneur,73,Motion to postpone,62,73,30-Aug,2,466,Carroll_Daniel,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1857,Martin_Luther,12,Judicial powers,29,73,30-Aug,2,466,Morris_Gouverneur,MD,1,-1,1,1,57,39,1,1,3,
1858,Morris_Gouverneur,12,Judicial powers,22,73,30-Aug,2,466,Martin_Luther,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1859,Martin_Luther,12,Judicial powers,12,73,30-Aug,2,466,Morris_Gouverneur,MD,1,-1,1,1,57,39,1,1,3,
1860,Dickinson_John,42,General powers of the national government,51,73,30-Aug,2,466,Martin_Luther,DE,0,-0.8,0.8,0.64,79,54,0,1,11,
1861,Dayton_Jonathan,42,General powers of the national government,23,73,30-Aug,2,467,Dickinson_John,NJ,0,-0.42,0.42,0.1764,64,26,0,1,2,
1862,Dickinson_John,42,General powers of the national government,25,73,30-Aug,2,467,Dayton_Jonathan,DE,0,-0.8,0.8,0.64,79,54,0,1,11,
1863,Martin_Luther,42,General powers of the national government,15,73,30-Aug,2,467,Dickinson_John,MD,1,-1,1,1,57,39,1,1,3,
1864,Morris_Gouverneur,63,Amendments and ratification of the constitution,16,73,30-Aug,2,468,Martin_Luther,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1865,Pinckney_C,42,General powers of the national government,30,73,30-Aug,2,468,Morris_Gouverneur,SC,1,0.91,0.91,0.8281,85,29,1,0,8,
1866,Sherman_Roger,42,General powers of the national government,13,73,30-Aug,2,468,Pinckney_C,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
1867,Morris_Gouverneur,42,General powers of the national government,3,73,30-Aug,2,468,Sherman_Roger,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1868,Pinckney_CC,42,General powers of the national government,3,73,30-Aug,2,468,Morris_Gouverneur,SC,1,0.37,0.37,0.1369,85,41,1,1,5,
1869,Wilson_James,63,Amendments and ratification of the constitution,22,73,30-Aug,2,468,Pinckney_CC,PA,0,1,1,1,85,45,0,1,8,
1870,Carroll_Daniel,73,Motion to postpone,26,73,30-Aug,2,468,Wilson_James,MD,1,-0.19,0.19,0.0361,51,57,1,1,7,
1871,Morris_Gouverneur,63,Amendments and ratification of the constitution,50,73,30-Aug,2,468,Carroll_Daniel,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1872,Sherman_Roger,63,Amendments and ratification of the constitution,31,73,30-Aug,2,468,Morris_Gouverneur,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
1873,Randolph_Edmund,63,Amendments and ratification of the constitution,28,73,30-Aug,2,469,Sherman_Roger,VA,1,-0.53,0.53,0.2809,85,34,1,1,4,
1874,Wilson_James,63,Amendments and ratification of the constitution,4,73,30-Aug,2,469,Randolph_Edmund,PA,0,1,1,1,85,45,0,1,8,
1875,Dickinson_John,63,Amendments and ratification of the constitution,39,73,30-Aug,2,469,Wilson_James,DE,0,-0.8,0.8,0.64,79,54,0,1,11,
1876,Madison_James,63,Amendments and ratification of the constitution,40,73,30-Aug,2,469,Dickinson_John,VA,1,1,1,1,85,36,1,1,10,
1877,Wilson_James,63,Amendments and ratification of the constitution,40,73,30-Aug,2,469,Madison_James,PA,0,1,1,1,85,45,0,1,8,
1878,Butler_Pierce,63,Amendments and ratification of the constitution,23,73,30-Aug,2,469,Wilson_James,SC,1,-0.24,0.24,0.0576,85,43,1,0,9,
1879,Carroll_Daniel,63,Amendments and ratification of the constitution,21,73,30-Aug,2,469,Butler_Pierce,MD,1,-0.19,0.19,0.0361,51,57,1,1,7,
1880,King_Rufus,63,Amendments and ratification of the constitution,22,73,30-Aug,2,469,Carroll_Daniel,MA,0,1,1,1,83,32,0,1,5,
1881,King_Rufus,63,Amendments and ratification of the constitution,29,74,31-Aug,2,475,9,DE,0,1,1,1,83,32,0,1,5,
1882,Madison_James,63,Amendments and ratification of the constitution,54,74,31-Aug,2,475,King_Rufus,VA,1,1,1,1,85,36,1,1,10,
1883,Sherman_Roger,63,Amendments and ratification of the constitution,41,74,31-Aug,2,475,Madison_James,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
1884,Clymer_George,73,Motion to postpone,21,74,31-Aug,2,475,Sherman_Roger,PA,0,0.74,0.74,0.5476,84,48,0,0,14,
1885,Carroll_Daniel,73,Motion to postpone,4,74,31-Aug,2,475,Clymer_George,MD,1,-0.19,0.19,0.0361,51,57,1,1,7,
1886,Morris_Gouverneur,63,Amendments and ratification of the constitution,19,74,31-Aug,2,475,Carroll_Daniel,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1887,Carroll_Daniel,63,Amendments and ratification of the constitution,23,74,31-Aug,2,475,Morris_Gouverneur,MD,1,-0.19,0.19,0.0361,51,57,1,1,7,
1888,King_Rufus,63,Amendments and ratification of the constitution,48,74,31-Aug,2,476,Carroll_Daniel,MA,0,1,1,1,83,32,0,1,5,
1889,Morris_Gouverneur,63,Amendments and ratification of the constitution,23,74,31-Aug,2,476,King_Rufus,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1890,Madison_James,63,Amendments and ratification of the constitution,129,74,31-Aug,2,476,Morris_Gouverneur,VA,1,1,1,1,85,36,1,1,10,
1891,McHenry_James,63,Amendments and ratification of the constitution,21,74,31-Aug,2,476,Madison_James,MD,1,-0.28,0.28,0.0784,40,33,0,1,6,
1892,Gorham_Nathaniel,63,Amendments and ratification of the constitution,6,74,31-Aug,2,476,McHenry_James,MA,0,0.64,0.64,0.4096,83,49,0,0,13,
1893,Pinckney_C,63,Amendments and ratification of the constitution,10,74,31-Aug,2,476,Gorham_Nathaniel,SC,1,0.91,0.91,0.8281,85,29,1,0,8,
1894,Martin_Luther,63,Amendments and ratification of the constitution,75,74,31-Aug,2,476,Pinckney_C,MD,1,-1,1,1,57,39,1,1,3,
1895,King_Rufus,63,Amendments and ratification of the constitution,37,74,31-Aug,2,476,Martin_Luther,MA,0,1,1,1,83,32,0,1,5,
1896,Sherman_Roger,73,Motion to postpone,12,74,31-Aug,2,477,King_Rufus,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
1897,Sherman_Roger,63,Amendments and ratification of the constitution,7,74,31-Aug,2,477,Sherman_Roger,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
1898,Dayton_Jonathan,63,Amendments and ratification of the constitution,4,74,31-Aug,2,477,Sherman_Roger,NJ,0,-0.42,0.42,0.1764,64,26,0,1,2,
1899,Wilson_James,63,Amendments and ratification of the constitution,16,74,31-Aug,2,477,Dayton_Jonathan,PA,0,1,1,1,85,45,0,1,8,
1900,Clymer_George,63,Amendments and ratification of the constitution,6,74,31-Aug,2,477,Wilson_James,PA,0,0.74,0.74,0.5476,84,48,0,0,14,
1901,Mason_George,63,Amendments and ratification of the constitution,27,74,31-Aug,2,477,Clymer_George,VA,1,-0.71,0.71,0.5041,85,62,1,0,11,
1902,Morris_Gouverneur,63,Amendments and ratification of the constitution,9,74,31-Aug,2,478,Mason_George,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1903,Pinckney_C,63,Amendments and ratification of the constitution,4,74,31-Aug,2,478,Morris_Gouverneur,SC,1,0.91,0.91,0.8281,85,29,1,0,8,
1904,Morris_Gouverneur,63,Amendments and ratification of the constitution,139,74,31-Aug,2,478,Pinckney_C,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1905,Pinckney_C,63,Amendments and ratification of the constitution,4,74,31-Aug,2,478,Morris_Gouverneur,SC,1,0.91,0.91,0.8281,85,29,1,0,8,
1906,Martin_Luther,63,Amendments and ratification of the constitution,37,74,31-Aug,2,478,Pinckney_C,MD,1,-1,1,1,57,39,1,1,3,
1907,Gerry_Elbridge,63,Amendments and ratification of the constitution,38,74,31-Aug,2,478,Martin_Luther,MA,0,-1,1,1,79,43,0,1,13,
1908,Gerry_Elbridge,73,Motion to postpone,5,74,31-Aug,2,479,Gerry_Elbridge,MA,0,-1,1,1,79,43,0,1,13,
1909,Mason_George,73,Motion to postpone,67,74,31-Aug,2,479,Gerry_Elbridge,VA,1,-0.71,0.71,0.5041,85,62,1,0,11,
1910,Morris_Gouverneur,73,Motion to postpone,28,74,31-Aug,2,479,Mason_George,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1911,Randolph_Edmund,63,Amendments and ratification of the constitution,51,74,31-Aug,2,479,Morris_Gouverneur,VA,1,-0.53,0.53,0.2809,85,34,1,1,4,
1912,Morris_Gouverneur,33,Executive selection,26,74,31-Aug,2,480,Randolph_Edmund,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1913,Madison_James,52,Trade policy,25,74,31-Aug,2,480,Morris_Gouverneur,VA,1,1,1,1,85,36,1,1,10,
1914,Fitzsimons_Thomas,52,Trade policy,29,74,31-Aug,2,480,Madison_James,PA,0,0.7,0.7,0.49,85,46,0,0,4,
1915,Gorham_Nathaniel,52,Trade policy,60,74,31-Aug,2,480,Fitzsimons_Thomas,MA,0,0.64,0.64,0.4096,83,49,0,0,13,
1916,Langdon_John,52,Trade policy,60,74,31-Aug,2,480,Gorham_Nathaniel,NH,0,0.58,0.58,0.3364,39,46,0,0,8,
1917,McHenry_James,52,Trade policy,24,74,31-Aug,2,481,Langdon_John,MD,1,-0.28,0.28,0.0784,40,33,0,1,6,
1918,Carroll_Daniel,52,Trade policy,21,74,31-Aug,2,481,McHenry_James,MD,1,-0.19,0.19,0.0361,51,57,1,1,7,
1919,Jenifer_DanielofStThomas,52,Trade policy,12,74,31-Aug,2,481,Carroll_Daniel,MD,1,-0.06,0.06,0.0036,78,64,1,0,10,
1920,Sherman_Roger,72,Motion to commit,37,74,31-Aug,2,481,Jenifer_DanielofStThomas,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
1921,Brearley_David,24,Qualifications of legislators,94,75,1-Sep,2,484,9,NJ,0,-1,1,1,85,42,0,1,0,
1922,Rutledge_John,41,Powers of the state governments,119,75,1-Sep,2,484,Brearley_David,SC,1,0.39,0.39,0.1521,85,48,1,1,21,
1923,Morris_Gouverneur,41,Powers of the state governments,46,76,3-Sep,2,488,9,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1924,Mason_George,41,Powers of the state governments,15,76,3-Sep,2,488,Morris_Gouverneur,VA,1,-0.71,0.71,0.5041,85,62,1,0,11,
1925,Wilson_James,41,Powers of the state governments,28,76,3-Sep,2,488,Mason_George,PA,0,1,1,1,85,45,0,1,8,
1926,Johnson_WilliamSamuel,41,Powers of the state governments,23,76,3-Sep,2,488,Wilson_James,CT,0,0.02,0.02,0.0004,72,59,0,1,11,
1927,Randolph_Edmund,41,Powers of the state governments,53,76,3-Sep,2,489,Johnson_WilliamSamuel,VA,1,-0.53,0.53,0.2809,85,34,1,1,4,
1928,Madison_James,42,General powers of the national government,25,76,3-Sep,2,489,Randolph_Edmund,VA,1,1,1,1,85,36,1,1,10,
1929,Sherman_Roger,22,Legislative powers,30,76,3-Sep,2,489,Madison_James,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
1930,Morris_Gouverneur,22,Legislative powers,29,76,3-Sep,2,489,Sherman_Roger,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1931,Pinckney_C,73,Motion to postpone,122,76,3-Sep,2,489,Morris_Gouverneur,SC,1,0.91,0.91,0.8281,85,29,1,0,8,
1932,King_Rufus,31,Executive composition and process,39,76,3-Sep,2,490,Pinckney_C,MA,0,1,1,1,83,32,0,1,5,
1933,Williamson_Hugh,31,Executive composition and process,24,76,3-Sep,2,490,King_Rufus,NC,1,-0.16,0.16,0.0256,85,51,0,1,5,
1934,Sherman_Roger,31,Executive composition and process,86,76,3-Sep,2,490,Williamson_Hugh,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
1935,Morris_Gouverneur,31,Executive composition and process,53,76,3-Sep,2,490,Sherman_Roger,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1936,Gerry_Elbridge,31,Executive composition and process,28,76,3-Sep,2,491,Morris_Gouverneur,MA,0,-1,1,1,79,43,0,1,13,
1937,Gorham_Nathaniel,31,Executive composition and process,62,76,3-Sep,2,491,Gerry_Elbridge,MA,0,0.64,0.64,0.4096,83,49,0,0,13,
1938,Randolph_Edmund,31,Executive composition and process,17,76,3-Sep,2,491,Gorham_Nathaniel,VA,1,-0.53,0.53,0.2809,85,34,1,1,4,
1939,Baldwin_Abraham,31,Executive composition and process,38,76,3-Sep,2,491,Randolph_Edmund,GA,1,0.27,0.27,0.0729,72,32,0,1,5,
1940,Mason_George,31,Executive composition and process,12,76,3-Sep,2,491,Baldwin_Abraham,VA,1,-0.71,0.71,0.5041,85,62,1,0,11,
1941,Wilson_James,31,Executive composition and process,67,76,3-Sep,2,491,Mason_George,PA,0,1,1,1,85,45,0,1,8,
1942,Pinckney_C,31,Executive composition and process,67,76,3-Sep,2,491,Wilson_James,SC,1,0.91,0.91,0.8281,85,29,1,0,8,
1943,Williamson_Hugh,22,Legislative powers,24,76,3-Sep,2,492,Pinckney_C,NC,1,-0.16,0.16,0.0256,85,51,0,1,5,
1944,King_Rufus,22,Legislative powers,4,76,3-Sep,2,492,Williamson_Hugh,MA,0,1,1,1,83,32,0,1,5,
1945,Brearley_David,42,General powers of the national government,824,77,4-Sep,2,497,9,NJ,0,-1,1,1,85,42,0,1,0,
1946,Gorham_Nathaniel,42,General powers of the national government,47,77,4-Sep,2,499,Brearley_David,MA,0,0.64,0.64,0.4096,83,49,0,0,13,
1947,Sherman_Roger,31,Executive composition and process,89,77,4-Sep,2,499,Gorham_Nathaniel,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
1948,Madison_James,31,Executive composition and process,84,77,4-Sep,2,500,Sherman_Roger,VA,1,1,1,1,85,36,1,1,10,
1949,Morris_Gouverneur,31,Executive composition and process,8,77,4-Sep,2,500,Madison_James,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1950,Randolph_Edmund,33,Executive selection,17,77,4-Sep,2,500,Morris_Gouverneur,VA,1,-0.53,0.53,0.2809,85,34,1,1,4,
1951,Pinckney_C,33,Executive selection,17,77,4-Sep,2,500,Randolph_Edmund,SC,1,0.91,0.91,0.8281,85,29,1,0,8,
1952,Morris_Gouverneur,33,Executive selection,194,77,4-Sep,2,500,Pinckney_C,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1953,Mason_George,33,Executive selection,46,77,4-Sep,2,500,Morris_Gouverneur,VA,1,-0.71,0.71,0.5041,85,62,1,0,11,
1954,Butler_Pierce,33,Executive selection,30,77,4-Sep,2,501,Mason_George,SC,1,-0.24,0.24,0.0576,85,43,1,0,9,
1955,Pinckney_C,33,Executive selection,79,77,4-Sep,2,501,Butler_Pierce,SC,1,0.91,0.91,0.8281,85,29,1,0,8,
1956,Williamson_Hugh,33,Executive selection,42,77,4-Sep,2,501,Pinckney_C,NC,1,-0.16,0.16,0.0256,85,51,0,1,5,
1957,Morris_Gouverneur,33,Executive selection,48,77,4-Sep,2,501,Williamson_Hugh,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1958,Baldwin_Abraham,33,Executive selection,47,77,4-Sep,2,501,Morris_Gouverneur,GA,1,0.27,0.27,0.0729,72,32,0,1,5,
1959,Wilson_James,33,Executive selection,271,77,4-Sep,2,501,Baldwin_Abraham,PA,0,1,1,1,85,45,0,1,8,
1960,Randolph_Edmund,33,Executive selection,69,77,4-Sep,2,502,Wilson_James,VA,1,-0.53,0.53,0.2809,85,34,1,1,4,
1961,Morris_Gouverneur,33,Executive selection,39,77,4-Sep,2,502,Randolph_Edmund,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1962,Pinckney_C,22,Legislative powers,18,77,4-Sep,2,502,Morris_Gouverneur,SC,1,0.91,0.91,0.8281,85,29,1,0,8,
1963,Morris_Gouverneur,22,Legislative powers,4,77,4-Sep,2,502,Pinckney_C,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1964,Randolph_Edmund,73,Motion to postpone,15,77,4-Sep,2,503,Morris_Gouverneur,VA,1,-0.53,0.53,0.2809,85,34,1,1,4,
1965,Madison_James,73,Motion to postpone,4,77,4-Sep,2,503,Randolph_Edmund,VA,1,1,1,1,85,36,1,1,10,
1966,Morris_Gouverneur,73,Motion to postpone,12,77,4-Sep,2,503,Madison_James,PA,0,0.8,0.8,0.64,59,35,0,1,5,
1967,Wilson_James,22,Legislative powers,35,77,4-Sep,2,503,Morris_Gouverneur,PA,0,1,1,1,85,45,0,1,8,
1968,Madison_James,22,Legislative powers,77,77,4-Sep,2,503,Wilson_James,VA,1,1,1,1,85,36,1,1,10,
1969,Brearley_David,42,General powers of the national government,205,78,5-Sep,2,508,9,NJ,0,-1,1,1,85,42,0,1,0,
1970,Gerry_Elbridge,22,Legislative powers,84,78,5-Sep,2,509,Brearley_David,MA,0,-1,1,1,79,43,0,1,13,
1971,Sherman_Roger,22,Legislative powers,68,78,5-Sep,2,509,Gerry_Elbridge,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
1972,Morris_Gouverneur,73,Motion to postpone,44,78,5-Sep,2,509,Sherman_Roger,PA,0,0.8,0.8,0.64,59,35,0,1,5,
